author_name,frequency,frequencyPer100Comment
Ale,7,0.0314
Steph,7,0.0314
Jeannette,7,0.0314
Kaylee,7,0.0314
Mahmoud,7,0.0314
Davide,7,0.0314
Miley,7,0.0314
Yvette,7,0.0314
Devin,7,0.0314
Cori,7,0.0314
Ethan,7,0.0314
Raul,7,0.0314
Max,7,0.0314
Farah,7,0.0314
Gary,7,0.0314
Kerrie,7,0.0314
Gloria,7,0.0314
Elisabeth,7,0.0314
Tessa,7,0.0314
Marian,7,0.0314
Guilherme,7,0.0314
Cyndi,7,0.0314
Natalka,7,0.0314
Dave,7,0.0314
Renata,7,0.0314
Julian,7,0.0314
Brendan,7,0.0314
Louis,7,0.0314
Annika,7,0.0314
Darlene,7,0.0314
Wanda,7,0.0314
Paolo,7,0.0314
Georgina,7,0.0314
Walter,7,0.0314
Mohammad,7,0.0314
Eduardo,7,0.0314
Peter,7,0.0314
Melinda,7,0.0314
Selenators,7,0.0314
Florina,7,0.0314
Elek,6,0.0270
Corinne,6,0.0270
Sofia,6,0.0270
Rachael,6,0.0270
Hollie,6,0.0270
Heba,6,0.0270
Keith,6,0.0270
Francisco,6,0.0270
Frases,6,0.0270
Iris,6,0.0270
Stanley,6,0.0270
Madeline,6,0.0270
Harry,6,0.0270
Justine,6,0.0270
Isa,6,0.0270
Adrienne,6,0.0270
Carl,6,0.0270
Polly,6,0.0270
Jocelyn,6,0.0270
Brandi,6,0.0270
Dakota,6,0.0270
Hazel,6,0.0270
Ruben,6,0.0270
Yasmin,6,0.0270
Jesse,6,0.0270
Jeanne,6,0.0270
Hillary,6,0.0270
Eileen,6,0.0270
Hilary,6,0.0270
C.Ronaldo,6,0.0270
Marsha,6,0.0270
Oskar,6,0.0270
Hana,6,0.0270
Lynsey,6,0.0270
Ahmad,6,0.0270
Siobhan,6,0.0270
Elle,6,0.0270
Jayne,6,0.0270
Henrique,6,0.0270
Alexandria,6,0.0270
Adrian,6,0.0270
Joey,6,0.0270
Abby-Rose,6,0.0270
Cassidy,6,0.0270
Paulette,6,0.0270
Lin,6,0.0270
Lyndsey,6,0.0270
Juanita,6,0.0270
Craig,6,0.0270
Rupal,6,0.0270
Roberto,6,0.0270
Alana,6,0.0270
Josie,6,0.0270
Shaun,6,0.0270
Di,6,0.0270
Eddii,6,0.0270
Canal,6,0.0270
eHow,6,0.0270
Jakkrit,6,0.0270
Virginia,6,0.0270
Marion,6,0.0270
Sidney,6,0.0270
Vicenta,6,0.0270
Troy,6,0.0270
Bia,6,0.0270
Rabia,6,0.0270
Sammy,6,0.0270
Javier,6,0.0270
Adriana,6,0.0270
Sian,6,0.0270
Jamal,6,0.0270
Maddy,6,0.0270
Nicolas,6,0.0270
Dulce,6,0.0270
José,6,0.0270
Tegan,6,0.0270
Marianne,6,0.0270
Randy,6,0.0270
Selenator,6,0.0270
Stefan,6,0.0270
Jefferson,6,0.0270
Δημήτρης,6,0.0270
Larry,6,0.0270
Fabian,6,0.0270
Carrie,6,0.0270
Austin,6,0.0270
Lorna,6,0.0270
Akhilesh,6,0.0270
Ashlee,6,0.0270
Dianne,6,0.0270
Meredith,6,0.0270
Newdermalfillers,6,0.0270
Tabitha,6,0.0270
LI,5,0.0225
Raquel,5,0.0225
Alia,5,0.0225
Shohreh,5,0.0225
Kayleigh,5,0.0225
Alyson,5,0.0225
Jimmy,5,0.0225
Dayna,5,0.0225
Kiara,5,0.0225
Whitney,5,0.0225
Zach,5,0.0225
Mona,5,0.0225
Rotem,5,0.0225
Celia,5,0.0225
Ginny,5,0.0225
Nitin,5,0.0225
Charlie,5,0.0225
Ernesto,5,0.0225
Jiyoon,5,0.0225
Nana,5,0.0225
Rosa,5,0.0225
Allyson,5,0.0225
Hele,5,0.0225
Belinda,5,0.0225
Myra,5,0.0225
Raphael,5,0.0225
Andy,5,0.0225
Frank,5,0.0225
Ingrid,5,0.0225
Krystel,5,0.0225
Fabiola,5,0.0225
Abi,5,0.0225
Drew,5,0.0225
Jasmin,5,0.0225
Jackson,5,0.0225
DuLce,5,0.0225
Adrianna,5,0.0225
Xald,5,0.0225
Abdullah,5,0.0225
Tayla,5,0.0225
Roni,5,0.0225
Giriteja,5,0.0225
Clube,5,0.0225
Brigitte,5,0.0225
Rick,5,0.0225
Dean,5,0.0225
Mayra,5,0.0225
Ro,5,0.0225
Marlene,5,0.0225
Renan,5,0.0225
Erik,5,0.0225
Aurora,5,0.0225
Gülşah,5,0.0225
Jake,5,0.0225
Deana,5,0.0225
Sy,5,0.0225
Tavo,5,0.0225
Liam,5,0.0225
Mónica,5,0.0225
Cheyenne,5,0.0225
Isabella,5,0.0225
Graham,5,0.0225
Faith,5,0.0225
Billy,5,0.0225
Madeleine,5,0.0225
Charlene,5,0.0225
Kerstin,5,0.0225
Helena,5,0.0225
Sheryl,5,0.0225
Kristie,5,0.0225
Kira,5,0.0225
Joel,5,0.0225
Dayfri,5,0.0225
Lama,5,0.0225
Vale,5,0.0225
Billie,5,0.0225
Geovana,5,0.0225
Aditya,5,0.0225
Christie,5,0.0225
Kirsty,5,0.0225
Rosemary,5,0.0225
Rosemarie,5,0.0225
Gladys,5,0.0225
Kimberley,5,0.0225
Roberta,5,0.0225
Cameron,5,0.0225
Isabela,5,0.0225
Dallas,5,0.0225
Jean,5,0.0225
Carina,5,0.0225
Amie,5,0.0225
Harsh,5,0.0225
Patrycja,5,0.0225
Leigh,5,0.0225
Eddie,5,0.0225
Val,5,0.0225
Sreejani,5,0.0225
Raymond,5,0.0225
Johan,5,0.0225
Greta,5,0.0225
Ban,5,0.0225
Armando,5,0.0225
Morgana,5,0.0225
Helma,5,0.0225
Dorothy,5,0.0225
Manon,5,0.0225
Trevor,5,0.0225
Amal,5,0.0225
GS,5,0.0225
Henry,5,0.0225
June,5,0.0225
Muhammad,5,0.0225
Jimena,5,0.0225
Võ,5,0.0225
Mishal,5,0.0225
Cassandra,5,0.0225
Emelia,5,0.0225
Josue,5,0.0225
Sherri,5,0.0225
Randi,5,0.0225
Jana,5,0.0225
Meli,5,0.0225
Mauro,5,0.0225
Chantelle,5,0.0225
Zak,5,0.0225
Kasey,5,0.0225
Solomon,5,0.0225
Celina,5,0.0225
Nicolette,5,0.0225
Marcy,5,0.0225
Ray,5,0.0225
Lazreg,5,0.0225
Malin,5,0.0225
Phoebe,5,0.0225
Willie,5,0.0225
Priscila,5,0.0225
Luisa,5,0.0225
Cat,5,0.0225
Jodi,5,0.0225
Kaela,5,0.0225
Nicte-Ha,4,0.0180
Ginger,4,0.0180
Mery,4,0.0180
Luna,4,0.0180
Ebony,4,0.0180
Tammie,4,0.0180
Alexander,4,0.0180
Sofie,4,0.0180
Marcella,4,0.0180
Doreen,4,0.0180
Mackenzie,4,0.0180
Leonard,4,0.0180
Yolanda,4,0.0180
Emilie,4,0.0180
Ximena,4,0.0180
Maya,4,0.0180
Tasha,4,0.0180
Traci,4,0.0180
Francisca,4,0.0180
Kali,4,0.0180
Tay,4,0.0180
Md,4,0.0180
Mi,4,0.0180
Elias,4,0.0180
Milena,4,0.0180
Christoper,4,0.0180
Patrice,4,0.0180
Martyna,4,0.0180
Hala,4,0.0180
Kirstie,4,0.0180
Niamh,4,0.0180
Mollie,4,0.0180
Princess,4,0.0180
Daan,4,0.0180
I,4,0.0180
Shara,4,0.0180
Alain,4,0.0180
Laila,4,0.0180
Felicia,4,0.0180
Sylvie,4,0.0180
Angelina,4,0.0180
Tawni,4,0.0180
Lizzie,4,0.0180
Gerhard,4,0.0180
Newton,4,0.0180
Gigi,4,0.0180
M,4,0.0180
Lilly,4,0.0180
