token,count,frequencyPer100Comment,frequencyPer100Token
completely,4,0.1669,0.0090
mal,4,0.1669,0.0090
bieber,4,0.1669,0.0090
bed,4,0.1669,0.0090
able,4,0.1669,0.0090
skill,4,0.1669,0.0090
beats,4,0.1669,0.0090
star,4,0.1669,0.0090
discography,4,0.1669,0.0090
side,4,0.1669,0.0090
gunna,4,0.1669,0.0090
forgot,4,0.1669,0.0090
surprise,4,0.1669,0.0090
modern,4,0.1669,0.0090
riley,4,0.1669,0.0090
ugly,4,0.1669,0.0090
ii,4,0.1669,0.0090
csaba,4,0.1669,0.0090
entitled,4,0.1669,0.0090
yours,4,0.1669,0.0090
verses,4,0.1669,0.0090
human,4,0.1669,0.0090
super,4,0.1669,0.0090
marshal,4,0.1669,0.0090
dig,4,0.1669,0.0090
farkas,4,0.1669,0.0090
sake,4,0.1669,0.0090
freestyle,4,0.1669,0.0090
emcees,4,0.1669,0.0090
may,4,0.1669,0.0090
😂😂😂😂,4,0.1669,0.0090
main,4,0.1669,0.0090
14,4,0.1669,0.0090
pechtl,4,0.1669,0.0090
nearly,4,0.1669,0.0090
pump,4,0.1669,0.0090
across,4,0.1669,0.0090
cock,4,0.1669,0.0090
totally,4,0.1669,0.0090
marc,4,0.1669,0.0090
liam,4,0.1669,0.0090
titles,4,0.1669,0.0090
🙄,4,0.1669,0.0090
den,4,0.1669,0.0090
def,4,0.1669,0.0090
acting,4,0.1669,0.0090
pathetic,4,0.1669,0.0090
motherfucker,4,0.1669,0.0090
beginning,4,0.1669,0.0090
statement,4,0.1669,0.0090
trolls,4,0.1669,0.0090
supposed,4,0.1669,0.0090
collabing,4,0.1669,0.0090
pissed,4,0.1669,0.0090
simple,4,0.1669,0.0090
throughout,4,0.1669,0.0090
dropping,4,0.1669,0.0090
raw,4,0.1669,0.0090
solid,4,0.1669,0.0090
letting,4,0.1669,0.0090
often,4,0.1669,0.0090
pee,4,0.1669,0.0090
forward,4,0.1669,0.0090
ride,4,0.1669,0.0090
giving,4,0.1669,0.0090
mention,4,0.1669,0.0090
you’ve,4,0.1669,0.0090
hahahaha,4,0.1669,0.0090
loves,4,0.1669,0.0090
mic,4,0.1669,0.0090
you’d,4,0.1669,0.0090
commenting,4,0.1669,0.0090
general,4,0.1669,0.0090
helped,4,0.1669,0.0090
collabed,4,0.1669,0.0090
washed,4,0.1669,0.0090
masterpiece,4,0.1669,0.0090
plenty,4,0.1669,0.0090
watch,4,0.1669,0.0090
mum,4,0.1669,0.0090
several,4,0.1669,0.0090
apart,4,0.1669,0.0090
59,4,0.1669,0.0090
overrated,4,0.1669,0.0090
donald,4,0.1669,0.0090
looked,4,0.1669,0.0090
til,4,0.1669,0.0090
longer,4,0.1669,0.0090
level,4,0.1669,0.0090
robinson,4,0.1669,0.0090
realise,4,0.1669,0.0090
releases,4,0.1669,0.0090
favor,4,0.1669,0.0090
changing,4,0.1669,0.0090
relies,4,0.1669,0.0090
relied,4,0.1669,0.0090
wife,4,0.1669,0.0090
hmmm,4,0.1669,0.0090
christian,4,0.1669,0.0090
shits,4,0.1669,0.0090
definition,4,0.1669,0.0090
v,4,0.1669,0.0090
prolly,4,0.1669,0.0090
you’ll,4,0.1669,0.0090
beast,4,0.1669,0.0090
won’t,4,0.1669,0.0090
bars,4,0.1669,0.0090
political,4,0.1669,0.0090
peoples,4,0.1669,0.0090
majority,4,0.1669,0.0090
helping,4,0.1669,0.0090
hahahahaha,4,0.1669,0.0090
stream,4,0.1669,0.0090
ended,4,0.1669,0.0090
job,4,0.1669,0.0090
sslp,4,0.1669,0.0090
english,4,0.1669,0.0090
triggered,4,0.1669,0.0090
whether,4,0.1669,0.0090
commented,3,0.1252,0.0068
spoke,3,0.1252,0.0068
catchy,3,0.1252,0.0068
females,3,0.1252,0.0068
90,3,0.1252,0.0068
keeps,3,0.1252,0.0068
musicians,3,0.1252,0.0068
wash,3,0.1252,0.0068
feeling,3,0.1252,0.0068
corny,3,0.1252,0.0068
busy,3,0.1252,0.0068
rick,3,0.1252,0.0068
fair,3,0.1252,0.0068
lamar,3,0.1252,0.0068
spit,3,0.1252,0.0068
umm,3,0.1252,0.0068
soo,3,0.1252,0.0068
constantly,3,0.1252,0.0068
later,3,0.1252,0.0068
ᵈᵒᶰᵗ,3,0.1252,0.0068
exact,3,0.1252,0.0068
cinelli,3,0.1252,0.0068
accomplished,3,0.1252,0.0068
prefer,3,0.1252,0.0068
angry,3,0.1252,0.0068
listens,3,0.1252,0.0068
thumb,3,0.1252,0.0068
million,3,0.1252,0.0068
disrespect,3,0.1252,0.0068
besides,3,0.1252,0.0068
punk,3,0.1252,0.0068
williams,3,0.1252,0.0068
tastes,3,0.1252,0.0068
aside,3,0.1252,0.0068
wanting,3,0.1252,0.0068
worried,3,0.1252,0.0068
mans,3,0.1252,0.0068
spotlight,3,0.1252,0.0068
blah,3,0.1252,0.0068
fame,3,0.1252,0.0068
homophobic,3,0.1252,0.0068
complete,3,0.1252,0.0068
dirty,3,0.1252,0.0068
ab,3,0.1252,0.0068
certain,3,0.1252,0.0068
someones,3,0.1252,0.0068
consider,3,0.1252,0.0068
tl,3,0.1252,0.0068
tf,3,0.1252,0.0068
pass,3,0.1252,0.0068
6,3,0.1252,0.0068
stated,3,0.1252,0.0068
caballero,3,0.1252,0.0068
paper,3,0.1252,0.0068
sucker,3,0.1252,0.0068
sucked,3,0.1252,0.0068
missed,3,0.1252,0.0068
research,3,0.1252,0.0068
imagine,3,0.1252,0.0068
😒,3,0.1252,0.0068
failed,3,0.1252,0.0068
insane,3,0.1252,0.0068
currently,3,0.1252,0.0068
nope,3,0.1252,0.0068
recent,3,0.1252,0.0068
kells,3,0.1252,0.0068
parents,3,0.1252,0.0068
bo,3,0.1252,0.0068
gallagher,3,0.1252,0.0068
link,3,0.1252,0.0068
line,3,0.1252,0.0068
