token,count,frequencyPer100Comment,frequencyPer100Token
days,4,0.2040,0.0284
vugt,4,0.2040,0.0284
lovely,4,0.2040,0.0284
sooooo,4,0.2040,0.0284
child,4,0.2040,0.0284
id,4,0.2040,0.0284
80s,4,0.2040,0.0284
kyle,4,0.2040,0.0284
thanks,4,0.2040,0.0284
right,4,0.2040,0.0284
people,4,0.2040,0.0284
jennifer,4,0.2040,0.0284
comments,4,0.2040,0.0284
super,4,0.2040,0.0284
dinner,4,0.2040,0.0284
wat,4,0.2040,0.0284
builds,4,0.2040,0.0284
inside,4,0.2040,0.0284
picture,4,0.2040,0.0284
jones,4,0.2040,0.0284
hope,4,0.2040,0.0284
detective,4,0.2040,0.0284
ron,4,0.2040,0.0284
die,4,0.2040,0.0284
linda,4,0.2040,0.0284
change,4,0.2040,0.0284
downtown,4,0.2040,0.0284
designer,4,0.2040,0.0284
man,4,0.2040,0.0284
remember,4,0.2040,0.0284
johnson,4,0.2040,0.0284
quite,4,0.2040,0.0284
saving,4,0.2040,0.0284
2,4,0.2040,0.0284
sad,4,0.2040,0.0284
bailey,4,0.2040,0.0284
joker,4,0.2040,0.0284
scott,4,0.2040,0.0284
nicole,4,0.2040,0.0284
ik,4,0.2040,0.0284
50s,4,0.2040,0.0284
tenho,4,0.2040,0.0284
floor,4,0.2040,0.0284
hayley,4,0.2040,0.0284
rose,4,0.2040,0.0284
❤,4,0.2040,0.0284
legal,4,0.2040,0.0284
ace,4,0.2040,0.0284
cinema,4,0.2040,0.0284
aaron,4,0.2040,0.0284
danielle,4,0.2040,0.0284
fan,4,0.2040,0.0284
small,4,0.2040,0.0284
lisa,4,0.2040,0.0284
richard,4,0.2040,0.0284
inspired,4,0.2040,0.0284
pick,4,0.2040,0.0284
🙈,4,0.2040,0.0284
gorgeous,4,0.2040,0.0284
ça,4,0.2040,0.0284
beautiful,4,0.2040,0.0284
robinson,4,0.2040,0.0284
okay,4,0.2040,0.0284
susan,4,0.2040,0.0284
dream,4,0.2040,0.0284
hell,4,0.2040,0.0284
stephen,4,0.2040,0.0284
heads,4,0.2040,0.0284
jeg,4,0.2040,0.0284
😞,4,0.2040,0.0284
wilson,4,0.2040,0.0284
built,4,0.2040,0.0284
thomas,4,0.2040,0.0284
vincent,4,0.2040,0.0284
expert,4,0.2040,0.0284
movie,4,0.2040,0.0284
point,4,0.2040,0.0284
prices,4,0.2040,0.0284
dufour,4,0.2040,0.0284
robin,4,0.2040,0.0284
theres,4,0.2040,0.0284
minifigs,4,0.2040,0.0284
rebecca,4,0.2040,0.0284
martin,4,0.2040,0.0284
stuart,4,0.2040,0.0284
long,4,0.2040,0.0284
line,4,0.2040,0.0284
jason,4,0.2040,0.0284
video,4,0.2040,0.0284
baby,4,0.2040,0.0284
pieces,4,0.2040,0.0284
wonderful,4,0.2040,0.0284
da,4,0.2040,0.0284
perfect,4,0.2040,0.0284
le,4,0.2040,0.0284
jukebox,4,0.2040,0.0284
austin,4,0.2040,0.0284
bring,4,0.2040,0.0284
joe,4,0.2040,0.0284
marty,4,0.2040,0.0284
denise,4,0.2040,0.0284
brad,4,0.2040,0.0284
quiero,4,0.2040,0.0284
goals,4,0.2040,0.0284
goodness,4,0.2040,0.0284
baker,4,0.2040,0.0284
lord,3,0.1530,0.0213
sorry,3,0.1530,0.0213
50’s,3,0.1530,0.0213
school,3,0.1530,0.0213
oooh,3,0.1530,0.0213
second,3,0.1530,0.0213
en,3,0.1530,0.0213
kids,3,0.1530,0.0213
hospital,3,0.1530,0.0213
mc,3,0.1530,0.0213
💕,3,0.1530,0.0213
turn,3,0.1530,0.0213
cadillac,3,0.1530,0.0213
green,3,0.1530,0.0213
things,3,0.1530,0.0213
murray,3,0.1530,0.0213
rachel,3,0.1530,0.0213
lucy,3,0.1530,0.0213
bells,3,0.1530,0.0213
dawn,3,0.1530,0.0213
shelves,3,0.1530,0.0213
mccafferty,3,0.1530,0.0213
stewart,3,0.1530,0.0213
timothy,3,0.1530,0.0213
à,3,0.1530,0.0213
👏,3,0.1530,0.0213
project,3,0.1530,0.0213
williams,3,0.1530,0.0213
esta,3,0.1530,0.0213
palace,3,0.1530,0.0213
mind,3,0.1530,0.0213
shall,3,0.1530,0.0213
maria,3,0.1530,0.0213
dom,3,0.1530,0.0213
lewis,3,0.1530,0.0213
rich,3,0.1530,0.0213
watson,3,0.1530,0.0213
😮,3,0.1530,0.0213
release,3,0.1530,0.0213
🤔,3,0.1530,0.0213
valerie,3,0.1530,0.0213
com,3,0.1530,0.0213
dave,3,0.1530,0.0213
neal,3,0.1530,0.0213
ugly,3,0.1530,0.0213
plates,3,0.1530,0.0213
elliott,3,0.1530,0.0213
kit,3,0.1530,0.0213
spencer,3,0.1530,0.0213
adding,3,0.1530,0.0213
easy,3,0.1530,0.0213
natal,3,0.1530,0.0213
donald,3,0.1530,0.0213
post,3,0.1530,0.0213
joseph,3,0.1530,0.0213
true,3,0.1530,0.0213
holly,3,0.1530,0.0213
woodfield,3,0.1530,0.0213
push,3,0.1530,0.0213
says,3,0.1530,0.0213
attic,3,0.1530,0.0213
brilliant,3,0.1530,0.0213
rafael,3,0.1530,0.0213
bloody,3,0.1530,0.0213
carol,3,0.1530,0.0213
live,3,0.1530,0.0213
figure,3,0.1530,0.0213
alway,3,0.1530,0.0213
product,3,0.1530,0.0213
si,3,0.1530,0.0213
police,3,0.1530,0.0213
sorted,3,0.1530,0.0213
corners,3,0.1530,0.0213
el,3,0.1530,0.0213
bradley,3,0.1530,0.0213
es,3,0.1530,0.0213
jackson,3,0.1530,0.0213
carr,3,0.1530,0.0213
ring,3,0.1530,0.0213
wouldn’t,3,0.1530,0.0213
released,3,0.1530,0.0213
sophie,3,0.1530,0.0213
ana,3,0.1530,0.0213
craig,3,0.1530,0.0213
régis,3,0.1530,0.0213
knew,3,0.1530,0.0213
sale,3,0.1530,0.0213
lindsay,3,0.1530,0.0213
😍😍😍😍😍😍😍,3,0.1530,0.0213
spare,3,0.1530,0.0213
como,3,0.1530,0.0213
cities,3,0.1530,0.0213
por,3,0.1530,0.0213
isaac,3,0.1530,0.0213
paying,3,0.1530,0.0213
theater,3,0.1530,0.0213
thinking,3,0.1530,0.0213
4,3,0.1530,0.0213
ross,3,0.1530,0.0213
color,3,0.1530,0.0213
