token,count,frequencyPer100Comment,frequencyPer100Token
women,3,0.3268,0.0163
meek,3,0.3268,0.0163
sufism,3,0.3268,0.0163
rape,3,0.3268,0.0163
struggles,3,0.3268,0.0163
instead,3,0.3268,0.0163
mentioned,3,0.3268,0.0163
hey,3,0.3268,0.0163
plus,3,0.3268,0.0163
nobody,3,0.3268,0.0163
comfortable,3,0.3268,0.0163
unless,3,0.3268,0.0163
saddest,3,0.3268,0.0163
meant,3,0.3268,0.0163
destiny,3,0.3268,0.0163
listened,3,0.3268,0.0163
view,3,0.3268,0.0163
cair,3,0.3268,0.0163
job,3,0.3268,0.0163
drug,3,0.3268,0.0163
admit,3,0.3268,0.0163
